Feature ID	Taxon	Confidence
ASV_18S_44	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Labyrinthulaceae;fs__Labyrinthulaceae;g__Labyrinthula	0.9624710389642516
ASV_18S_46	d__Eukaryota;k__Stramenopiles;p__Ochrophyta;c__Phaeophyceae;o__Ectocarpales;os__Ectocarpales;f__Ectocarpales;fs__Ectocarpales	0.974268521287749
ASV_18S_47	d__Eukaryota;k__Chloroplastida;p__Phragmoplastophyta;c__Embryophyta;o__Liliopsida;os__Incertae_Sedis;f__Incertae_Sedis;fs__Incertae_Sedis;g__Zostera	0.946166547504153
ASV_18S_48	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Labyrinthulaceae;fs__Labyrinthulaceae;g__Labyrinthula	0.9957847874982031
ASV_18S_49	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.9998917290995119
ASV_18S_50	Unassigned	0.7783534750360275
ASV_18S_55	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Labyrinthulaceae;fs__Labyrinthulaceae;g__Labyrinthula	0.9540240646727774
ASV_18S_57	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.999977906402573
ASV_18S_58	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.9999841834896285
ASV_18S_60	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.9999305771766832
ASV_18S_65	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Labyrinthulaceae;fs__Labyrinthulaceae;g__Labyrinthula	0.9999928439498798
ASV_18S_66	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Labyrinthulaceae;fs__Labyrinthulaceae;g__Labyrinthula	0.9819263370818287
ASV_18S_68	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.9996976903518302
ASV_18S_69	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.9992199773682968
ASV_18S_72	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.9998601507708332
ASV_18S_73	d__Eukaryota;k__Chloroplastida;p__Phragmoplastophyta;c__Embryophyta;o__Liliopsida;os__Incertae_Sedis;f__Incertae_Sedis;fs__Incertae_Sedis;g__Zostera	0.9634231691395937
ASV_18S_74	d__Eukaryota	0.9971426080138781
ASV_18S_76	d__Eukaryota;k__Stramenopiles;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;os__Labyrinthulomycetes;f__Thraustochytriaceae;fs__Thraustochytriaceae;g__Aplanochytrium	0.9999912046071109
ASV_18S_77	d__Eukaryota;k__Rhodophyceae;p__Compsopogonales;c__Compsopogonales;o__Compsopogonales;os__Compsopogonales;f__Compsopogonales;fs__Compsopogonales;g__Smithora	0.9015639816696412
ASV_18S_78	d__Eukaryota	0.9912088387442917
